HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	INSDC (ENA/GenBank/DDBJ) accession	RefSeq accession
HGNC:36864	Approved	RPL13AP10	ribosomal protein L13a pseudogene 10	100132906		NG_010229
HGNC:36566	Approved	RPL13AP11	ribosomal protein L13a pseudogene 11	100271276		NG_010895
HGNC:35673	Approved	RPL13AP12	ribosomal protein L13a pseudogene 12	100271277		NG_010898
HGNC:36541	Approved	RPL13AP13	ribosomal protein L13a pseudogene 13	402214		NG_010205
HGNC:36360	Approved	RPL13AP14	ribosomal protein L13a pseudogene 14	100271278		NG_010902
HGNC:36883	Approved	RPL13AP15	ribosomal protein L13a pseudogene 15	100271279		NG_010909
HGNC:35722	Approved	RPL13AP16	ribosomal protein L13a pseudogene 16	100129553		NG_010071
HGNC:36167	Approved	RPL13AP17	ribosomal protein L13a pseudogene 17	399670		NR_003680
HGNC:36593	Approved	RPL13AP18	ribosomal protein L13a pseudogene 18	402342		NG_010866
HGNC:35855	Approved	RPL13AP19	ribosomal protein L13a pseudogene 19	100132924		NG_010319
HGNC:35709	Approved	RPL13AP20	ribosomal protein L13a pseudogene 20	387841		NR_003932
HGNC:35654	Approved	RPL13AP21	ribosomal protein L13a pseudogene 21	100129799		NG_010004
HGNC:35825	Approved	RPL13AP22	ribosomal protein L13a pseudogene 22	441632		NG_010172
HGNC:36498	Approved	RPL13AP23	ribosomal protein L13a pseudogene 23	441641		NG_010224
HGNC:36209	Approved	RPL13AP24	ribosomal protein L13a pseudogene 24	100271603		NG_011259
HGNC:36981	Approved	RPL13AP25	ribosomal protein L13a pseudogene 25	100287887		NG_012730
HGNC:35492	Approved	RPL13AP26	ribosomal protein L13a pseudogene 26	729212		NG_010641
HGNC:56393	Approved	RPL13AP27	ribosomal protein L13a pseudogene 27	127379736		NG_115721
HGNC:13978	Approved	RPL13P	ribosomal protein L13 pseudogene	387044		NG_009510
HGNC:16342	Approved	RPL13P2	ribosomal protein L13 pseudogene 2	128500		NG_000966
HGNC:31027	Approved	RPL13P4	ribosomal protein L13 pseudogene 4	654383	AC105137	NG_009554
HGNC:30363	Approved	RPL13P5	ribosomal protein L13 pseudogene 5	283345	U72513	NR_002803
HGNC:19809	Approved	RPL13P6	ribosomal protein L13 pseudogene 6	100129176		NG_010805
HGNC:35510	Approved	RPL13P7	ribosomal protein L13 pseudogene 7	391140		NG_011178
HGNC:35513	Approved	RPL13P8	ribosomal protein L13 pseudogene 8	100270928		NG_010428
HGNC:36587	Approved	RPL13P9	ribosomal protein L13 pseudogene 9	100270927		NG_010421
HGNC:35943	Approved	RPL13P10	ribosomal protein L13 pseudogene 10	100133108		NG_011268
HGNC:35805	Approved	RPL13P11	ribosomal protein L13 pseudogene 11	100130225		NG_010921
HGNC:35701	Approved	RPL13P12	ribosomal protein L13 pseudogene 12	388344		NG_007541
HGNC:36832	Approved	RPL13P13	ribosomal protein L13 pseudogene 13	100129796		NG_009982
HGNC:36387	Approved	RPL13P14	ribosomal protein L13 pseudogene 14	100130374		NG_010376
HGNC:10305	Approved	RPL14	ribosomal protein L14	9045	D87735	NM_003973
HGNC:31384	Approved	RPL14P1	ribosomal protein L14 pseudogene 1	144581		NG_009597
HGNC:35962	Approved	RPL14P2	ribosomal protein L14 pseudogene 2	100270930		NG_010436
HGNC:36638	Approved	RPL14P3	ribosomal protein L14 pseudogene 3	730747		NG_010438
HGNC:35663	Approved	RPL14P4	ribosomal protein L14 pseudogene 4	100271282		NG_010923
HGNC:37720	Approved	RPL14P5	ribosomal protein L14 pseudogene 5	442442		NG_009084
HGNC:54686	Approved	RPL14P6	RPL14 pseudogene 6	100288533		NG_030149
HGNC:10306	Approved	RPL15	ribosomal protein L15	6138	AB007173	NM_002948
HGNC:16583	Approved	RPL15P1	ribosomal protein L15 pseudogene 1	128756	AL160411	NG_000975
HGNC:19803	Approved	RPL15P2	ribosomal protein L15 pseudogene 2	326279		NG_002539
HGNC:21538	Approved	RPL15P3	ribosomal protein L15 pseudogene 3	653232		NG_008796
HGNC:21663	Approved	RPL15P4	ribosomal protein L15 pseudogene 4	100129921		NG_009512
HGNC:35746	Approved	RPL15P5	ribosomal protein L15 pseudogene 5	100127993		NG_011291
HGNC:36185	Approved	RPL15P6	ribosomal protein L15 pseudogene 6	100270933		NG_010448
HGNC:36808	Approved	RPL15P7	ribosomal protein L15 pseudogene 7	728576		NG_009957
HGNC:36390	Approved	RPL15P8	ribosomal protein L15 pseudogene 8	100270934		NG_010451
HGNC:36466	Approved	RPL15P9	ribosomal protein L15 pseudogene 9	100270935		NG_010454
HGNC:36093	Approved	RPL15P11	ribosomal protein L15 pseudogene 11	402694		NG_009995
HGNC:35529	Approved	RPL15P12	ribosomal protein L15 pseudogene 12	100131958		NG_010613
HGNC:35915	Approved	RPL15P13	ribosomal protein L15 pseudogene 13	100131338		NG_010020
HGNC:36487	Approved	RPL15P14	ribosomal protein L15 pseudogene 14	100271283		NG_010927
HGNC:36780	Approved	RPL15P15	ribosomal protein L15 pseudogene 15	100128347		NG_010477
HGNC:36067	Approved	RPL15P16	ribosomal protein L15 pseudogene 16	100127949		NG_011061
HGNC:36852	Approved	RPL15P17	ribosomal protein L15 pseudogene 17	728002		NG_011003
HGNC:36515	Approved	RPL15P18	ribosomal protein L15 pseudogene 18	728088		NG_010118
HGNC:56582	Approved	RPL15P19	RPL15 pseudogene 19	100131797		NG_009897
HGNC:36130	Approved	RPL15P20	ribosomal protein L15 pseudogene 20	646672		NG_010064
HGNC:36190	Approved	RPL15P21	ribosomal protein L15 pseudogene 21	100132722		NG_010592
HGNC:36933	Approved	RPL15P22	ribosomal protein L15 pseudogene 22	100130624		NG_010342
HGNC:10307	Approved	RPL17	ribosomal protein L17	6139	AB007174	NM_000985
HGNC:44661	Approved	RPL17-C18orf32	RPL17-C18orf32 readthrough	100526842		NM_001199355
HGNC:10308	Entry Withdrawn	RPL17L1	ribosomal protein L17-like 1, G1-phase expressed			
HGNC:16559	Approved	RPL17P1	ribosomal protein L17 pseudogene 1	140748		NG_000991
HGNC:23540	Approved	RPL17P2	ribosomal protein L17 pseudogene 2	652974	AL157756	NG_009524
HGNC:19796	Approved	RPL17P3	ribosomal protein L17 pseudogene 3	326286		NG_002540
HGNC:19811	Approved	RPL17P4	ribosomal protein L17 pseudogene 4	326288		NG_002541
HGNC:35491	Approved	RPL17P5	ribosomal protein L17 pseudogene 5	388132		NG_011404
HGNC:36520	Approved	RPL17P6	ribosomal protein L17 pseudogene 6	645441		NG_010347
HGNC:36005	Approved	RPL17P7	ribosomal protein L17 pseudogene 7	100132742		NG_010702
HGNC:35651	Approved	RPL17P8	ribosomal protein L17 pseudogene 8	730255		NG_010750
HGNC:36230	Approved	RPL17P9	ribosomal protein L17 pseudogene 9	729301		NG_011099
HGNC:35838	Approved	RPL17P10	ribosomal protein L17 pseudogene 10	100270936		NG_010458
HGNC:36509	Approved	RPL17P11	ribosomal protein L17 pseudogene 11	100270937		NG_002601
HGNC:36779	Approved	RPL17P12	ribosomal protein L17 pseudogene 12	100270938		NG_010467
HGNC:36378	Approved	RPL17P13	ribosomal protein L17 pseudogene 13	100270939		NG_010475
HGNC:35806	Approved	RPL17P14	ribosomal protein L17 pseudogene 14	100270941		NG_010484
HGNC:36889	Approved	RPL17P15	ribosomal protein L17 pseudogene 15	100128117		NG_010608
HGNC:35939	Approved	RPL17P16	ribosomal protein L17 pseudogene 16	729349		NG_009988
HGNC:35515	Approved	RPL17P17	ribosomal protein L17 pseudogene 17	100270943		NG_010492
HGNC:36538	Approved	RPL17P18	ribosomal protein L17 pseudogene 18	100129657		NG_010629
HGNC:36919	Approved	RPL17P19	ribosomal protein L17 pseudogene 19	100271150		NG_010247
HGNC:36015	Approved	RPL17P20	ribosomal protein L17 pseudogene 20	391655		NG_011190
HGNC:36037	Approved	RPL17P21	ribosomal protein L17 pseudogene 21	100271151		NG_002793
HGNC:35761	Approved	RPL17P22	ribosomal protein L17 pseudogene 22	727984		NG_010916
HGNC:35832	Approved	RPL17P23	ribosomal protein L17 pseudogene 23	100271152		NG_010254
HGNC:36506	Approved	RPL17P24	ribosomal protein L17 pseudogene 24	100271153		NG_010258
HGNC:36844	Approved	RPL17P25	ribosomal protein L17 pseudogene 25	442232		NG_010621
HGNC:35597	Approved	RPL17P26	ribosomal protein L17 pseudogene 26	100129784		NG_011287
HGNC:36038	Approved	RPL17P27	ribosomal protein L17 pseudogene 27	202789		NG_009649
HGNC:36055	Approved	RPL17P28	ribosomal protein L17 pseudogene 28	100270940		NG_010479
HGNC:36510	Approved	RPL17P29	ribosomal protein L17 pseudogene 29	100271154		NG_010265
HGNC:35604	Approved	RPL17P30	ribosomal protein L17 pseudogene 30	100271155		NG_010271
HGNC:37036	Approved	RPL17P31	ribosomal protein L17 pseudogene 31	100271156		NG_010274
HGNC:36492	Approved	RPL17P32	ribosomal protein L17 pseudogene 32	100270942		NG_010489
HGNC:36654	Approved	RPL17P33	ribosomal protein L17 pseudogene 33	646909		NG_011315
HGNC:36756	Approved	RPL17P34	ribosomal protein L17 pseudogene 34	643863		NG_010111
HGNC:35819	Approved	RPL17P35	ribosomal protein L17 pseudogene 35	100271284		NG_010932
HGNC:36051	Approved	RPL17P36	ribosomal protein L17 pseudogene 36	729340		NG_011307
HGNC:36854	Approved	RPL17P37	ribosomal protein L17 pseudogene 37	100271411		NG_010272
HGNC:36219	Approved	RPL17P38	ribosomal protein L17 pseudogene 38	100271417		NG_010301
HGNC:36427	Approved	RPL17P39	ribosomal protein L17 pseudogene 39	645296		NG_010917
HGNC:36672	Approved	RPL17P40	ribosomal protein L17 pseudogene 40	100271413		NG_010279
HGNC:36292	Approved	RPL17P41	ribosomal protein L17 pseudogene 41	100132645		NG_010200
HGNC:36749	Approved	RPL17P42	ribosomal protein L17 pseudogene 42	100271418		NG_010307
HGNC:35996	Approved	RPL17P43	ribosomal protein L17 pseudogene 43	729259		NG_010892
HGNC:36396	Approved	RPL17P44	ribosomal protein L17 pseudogene 44	100129584		NG_010256
HGNC:35618	Approved	RPL17P45	ribosomal protein L17 pseudogene 45	100271414		NG_010285
HGNC:36202	Approved	RPL17P46	ribosomal protein L17 pseudogene 46	100271419		NG_010313
HGNC:36089	Approved	RPL17P47	ribosomal protein L17 pseudogene 47	100271415		NG_010292
HGNC:36997	Approved	RPL17P48	ribosomal protein L17 pseudogene 48	100271416		NG_010297
HGNC:37009	Approved	RPL17P49	ribosomal protein L17 pseudogene 49	100271388		NG_010144
HGNC:45098	Approved	RPL17P50	ribosomal protein L17 pseudogene 50	729046		NG_022148
HGNC:49100	Approved	RPL17P51	ribosomal protein L17 pseudogene 51	106480245		NG_043848
HGNC:10310	Approved	RPL18	ribosomal protein L18	6141	L11566	NM_000979
HGNC:10311	Approved	RPL18A	ribosomal protein L18a	6142	AB007175	NM_000980
HGNC:19778	Approved	RPL18AP1	ribosomal protein L18a pseudogene 1	326289		NG_002542
HGNC:23774	Approved	RPL18AP2	ribosomal protein L18a pseudogene 2	387494		NG_009884
HGNC:31387	Approved	RPL18AP3	ribosomal protein L18a pseudogene 3	390354	AC089983	NG_009537
HGNC:36556	Approved	RPL18AP4	ribosomal protein L18a pseudogene 4	127545		NG_010303
HGNC:36777	Approved	RPL18AP5	ribosomal protein L18a pseudogene 5	729955		NG_009594
HGNC:36266	Approved	RPL18AP6	ribosomal protein L18a pseudogene 6	285053		NG_010647
HGNC:35607	Approved	RPL18AP7	ribosomal protein L18a pseudogene 7	100133038		NG_010905
HGNC:36984	Approved	RPL18AP8	ribosomal protein L18a pseudogene 8	644082		NG_011252
HGNC:56413	Approved	RPL18AP9	ribosomal protein L18a pseudogene 9	731642		NG_009925
HGNC:35885	Approved	RPL18AP10	ribosomal protein L18a pseudogene 10	100271285		NG_010938
HGNC:36661	Approved	RPL18AP11	ribosomal protein L18a pseudogene 11	100127999		NG_011326
HGNC:36991	Approved	RPL18AP12	ribosomal protein L18a pseudogene 12	100271604		NG_011264
HGNC:36739	Approved	RPL18AP13	ribosomal protein L18a pseudogene 13	646189		NG_010245
HGNC:36624	Approved	RPL18AP14	ribosomal protein L18a pseudogene 14	100271420		NG_010318
HGNC:36010	Approved	RPL18AP15	ribosomal protein L18a pseudogene 15	392522		NG_010399
HGNC:36288	Approved	RPL18AP16	ribosomal protein L18a pseudogene 16	347544		NG_006952
HGNC:39850	Approved	RPL18AP17	ribosomal protein L18a pseudogene 17	100873859		NG_032359
HGNC:19673	Approved	RPL18P1	ribosomal protein L18 pseudogene 1	326291		NG_002543
HGNC:35759	Approved	RPL18P2	ribosomal protein L18 pseudogene 2	100129421		NG_010738
HGNC:35783	Approved	RPL18P3	ribosomal protein L18 pseudogene 3	100129374		NG_010491
HGNC:36144	Approved	RPL18P4	ribosomal protein L18 pseudogene 4	392979		NG_009449
HGNC:36425	Approved	RPL18P5	ribosomal protein L18 pseudogene 5	100270944		NG_010496
HGNC:35528	Approved	RPL18P6	ribosomal protein L18 pseudogene 6	100131333		NG_009990
HGNC:35936	Approved	RPL18P7	ribosomal protein L18 pseudogene 7	100270945		NG_010500
HGNC:36878	Approved	RPL18P8	ribosomal protein L18 pseudogene 8	100129670		NG_010700
HGNC:36766	Approved	RPL18P9	ribosomal protein L18 pseudogene 9	100129645		NG_010566
HGNC:35957	Approved	RPL18P10	ribosomal protein L18 pseudogene 10	100271286		NG_010943
HGNC:35742	Approved	RPL18P11	ribosomal protein L18 pseudogene 11	390612		NG_011096
HGNC:36115	Approved	RPL18P12	ribosomal protein L18 pseudogene 12	390671		NG_010057
HGNC:35599	Approved	RPL18P13	ribosomal protein L18 pseudogene 13	441775		NG_010911
HGNC:10312	Approved	RPL19	ribosomal protein L19	6143		NM_000981
HGNC:16595	Approved	RPL19P1	ribosomal protein L19 pseudogene 1	140759		NG_001002
HGNC:29946	Approved	RPL19P2	ribosomal protein L19 pseudogene 2	654382	AC097358	NG_009531
HGNC:36671	Approved	RPL19P3	ribosomal protein L19 pseudogene 3	100131759		NG_010913
HGNC:36539	Approved	RPL19P4	ribosomal protein L19 pseudogene 4	646710		NG_010288
HGNC:36325	Approved	RPL19P5	ribosomal protein L19 pseudogene 5	646532		NG_010688
HGNC:36795	Approved	RPL19P6	ribosomal protein L19 pseudogene 6	100270946		NG_010507
HGNC:36088	Approved	RPL19P7	ribosomal protein L19 pseudogene 7	100131527		NG_011033
HGNC:36696	Approved	RPL19P8	ribosomal protein L19 pseudogene 8	391719		NG_010214
HGNC:35918	Approved	RPL19P9	ribosomal protein L19 pseudogene 9	653314		NG_009970
HGNC:36534	Approved	RPL19P10	ribosomal protein L19 pseudogene 10	100270948		NG_010516
HGNC:36953	Approved	RPL19P11	ribosomal protein L19 pseudogene 11	100270950		NG_010524
HGNC:36047	Approved	RPL19P12	ribosomal protein L19 pseudogene 12	100129424		NR_026660
HGNC:36879	Approved	RPL19P13	ribosomal protein L19 pseudogene 13	392193		NG_009963
HGNC:35684	Approved	RPL19P14	ribosomal protein L19 pseudogene 14	100270951		NG_010531
HGNC:35920	Approved	RPL19P15	ribosomal protein L19 pseudogene 15	642306		NG_009968
HGNC:36596	Approved	RPL19P16	ribosomal protein L19 pseudogene 16	646255		NG_010575
HGNC:36829	Approved	RPL19P17	ribosomal protein L19 pseudogene 17	100271287		NG_010951
HGNC:36121	Approved	RPL19P18	ribosomal protein L19 pseudogene 18	100271288		NG_010954
HGNC:36194	Approved	RPL19P19	ribosomal protein L19 pseudogene 19	646820		NG_010859
HGNC:35713	Approved	RPL19P20	ribosomal protein L19 pseudogene 20	392451		NG_009975
HGNC:35868	Approved	RPL19P21	ribosomal protein L19 pseudogene 21	392557		NG_010567
HGNC:10313	Approved	RPL21	ribosomal protein L21	6144	AB007176	NM_000982
HGNC:10314	Approved	RPL21P1	ribosomal protein L21 pseudogene 1	6145	X63773	NG_000868
HGNC:16539	Approved	RPL21P2	ribosomal protein L21 pseudogene 2	140715		NG_000986
HGNC:16533	Approved	RPL21P3	ribosomal protein L21 pseudogene 3	128760		NG_000976
HGNC:17959	Approved	RPL21P4	ribosomal protein L21 pseudogene 4	140660		NG_005905
HGNC:23541	Approved	RPL21P5	ribosomal protein L21 pseudogene 5	641613	AL121808	NG_009393
HGNC:23542	Approved	RPL21P6	ribosomal protein L21 pseudogene 6	652975	AL356801	NG_009398
HGNC:19772	Approved	RPL21P7	ribosomal protein L21 pseudogene 7	145370		NG_002487
HGNC:19779	Approved	RPL21P8	ribosomal protein L21 pseudogene 8	319145		NG_002521
HGNC:19780	Approved	RPL21P9	ribosomal protein L21 pseudogene 9	283562		NG_008875
HGNC:19795	Approved	RPL21P10	ribosomal protein L21 pseudogene 10	319143		NG_002519
HGNC:19800	Approved	RPL21P11	ribosomal protein L21 pseudogene 11	157206		NG_002488
HGNC:19810	Approved	RPL21P12	ribosomal protein L21 pseudogene 12	122409		NG_002482
HGNC:19812	Approved	RPL21P13	ribosomal protein L21 pseudogene 13	319144		NG_002520
HGNC:31029	Approved	RPL21P14	ribosomal protein L21 pseudogene 14	729208	AC090515	NG_009507
HGNC:31030	Approved	RPL21P15	ribosomal protein L21 pseudogene 15	654385	AC090543	NG_009532
HGNC:31396	Approved	RPL21P16	ribosomal protein L21 pseudogene 16	729402		NG_009450
HGNC:19416	Approved	RPL21P17	ribosomal protein L21 pseudogene 17	727810	AC018814	NG_009372
HGNC:28362	Approved	RPL21P18	ribosomal protein L21 pseudogene 18	729484		NG_009709
HGNC:35748	Approved	RPL21P19	ribosomal protein L21 pseudogene 19	641293		NG_005331
HGNC:36582	Approved	RPL21P20	ribosomal protein L21 pseudogene 20	388621		NG_010042
HGNC:35728	Approved	RPL21P21	ribosomal protein L21 pseudogene 21	100270877		NG_010149
HGNC:36550	Approved	RPL21P22	ribosomal protein L21 pseudogene 22	100270878		NG_010153
HGNC:36205	Approved	RPL21P23	ribosomal protein L21 pseudogene 23	100270879		NG_010163
HGNC:35702	Approved	RPL21P24	ribosomal protein L21 pseudogene 24	100270880		NG_010168
HGNC:36785	Approved	RPL21P25	ribosomal protein L21 pseudogene 25	100270881		NG_010175
HGNC:35910	Approved	RPL21P26	ribosomal protein L21 pseudogene 26	100270882		NG_010180
HGNC:36371	Approved	RPL21P27	ribosomal protein L21 pseudogene 27	100270952		NG_010535
HGNC:36258	Approved	RPL21P28	ribosomal protein L21 pseudogene 28	100131205		NR_026911
HGNC:35793	Approved	RPL21P29	ribosomal protein L21 pseudogene 29	440575		NG_011325
HGNC:36091	Approved	RPL21P30	ribosomal protein L21 pseudogene 30	100271157		NG_010278
HGNC:36306	Approved	RPL21P31	ribosomal protein L21 pseudogene 31	100271160		NG_010296
HGNC:36978	Approved	RPL21P32	ribosomal protein L21 pseudogene 32	100271161		NG_010300
HGNC:36686	Approved	RPL21P33	ribosomal protein L21 pseudogene 33	100270953		NG_010539
HGNC:36529	Approved	RPL21P34	ribosomal protein L21 pseudogene 34	100270954		NG_010548
HGNC:36900	Approved	RPL21P35	ribosomal protein L21 pseudogene 35	100270955		NG_010553
HGNC:36128	Approved	RPL21P36	ribosomal protein L21 pseudogene 36	100270956		NG_010557
HGNC:35704	Approved	RPL21P37	ribosomal protein L21 pseudogene 37	100129141		NG_009700
HGNC:36349	Approved	RPL21P38	ribosomal protein L21 pseudogene 38	100131481		NG_010810
HGNC:36127	Approved	RPL21P39	ribosomal protein L21 pseudogene 39	389156		NG_009665
HGNC:36189	Approved	RPL21P40	ribosomal protein L21 pseudogene 40	100271158		NG_010284
HGNC:36765	Approved	RPL21P41	ribosomal protein L21 pseudogene 41	100271159		NG_010291
HGNC:37017	Approved	RPL21P42	ribosomal protein L21 pseudogene 42	100271162		NG_010306
HGNC:36008	Approved	RPL21P43	ribosomal protein L21 pseudogene 43	100271163		NG_010312
HGNC:33820	Approved	RPL21P44	ribosomal protein L21 pseudogene 44	402176		NR_027153
HGNC:35983	Approved	RPL21P45	ribosomal protein L21 pseudogene 45	727821		NG_009653
HGNC:35687	Approved	RPL21P46	ribosomal protein L21 pseudogene 46	645174		NG_009673
HGNC:36711	Approved	RPL21P47	ribosomal protein L21 pseudogene 47	100271164		NG_010317
HGNC:35891	Approved	RPL21P48	ribosomal protein L21 pseudogene 48	100271165		NG_010321
HGNC:35769	Approved	RPL21P49	ribosomal protein L21 pseudogene 49	100271166		NG_011346
HGNC:36433	Approved	RPL21P50	ribosomal protein L21 pseudogene 50	100271167		NG_010331
HGNC:36081	Approved	RPL21P51	ribosomal protein L21 pseudogene 51	100271169		NG_010345
HGNC:36621	Approved	RPL21P52	ribosomal protein L21 pseudogene 52	100128351		NG_009687
HGNC:36574	Approved	RPL21P53	ribosomal protein L21 pseudogene 53	653156		NG_010520
HGNC:35552	Approved	RPL21P54	ribosomal protein L21 pseudogene 54	100271168		NG_010337
HGNC:36434	Approved	RPL21P55	ribosomal protein L21 pseudogene 55	100271170		NG_010351
HGNC:35525	Approved	RPL21P56	ribosomal protein L21 pseudogene 56	100271171		NG_010357
HGNC:36644	Approved	RPL21P57	ribosomal protein L21 pseudogene 57	100271172		NG_010361
HGNC:35755	Approved	RPL21P58	ribosomal protein L21 pseudogene 58	100271173		NG_010365
HGNC:36922	Approved	RPL21P59	ribosomal protein L21 pseudogene 59	100271174		NG_010369
HGNC:36044	Approved	RPL21P60	ribosomal protein L21 pseudogene 60	100271175		NG_010381
HGNC:36712	Approved	RPL21P61	ribosomal protein L21 pseudogene 61	645157		NG_009666
HGNC:36843	Approved	RPL21P62	ribosomal protein L21 pseudogene 62	442160		NG_009672
HGNC:35526	Approved	RPL21P63	ribosomal protein L21 pseudogene 63	100271176		NG_010385
HGNC:36259	Approved	RPL21P64	ribosomal protein L21 pseudogene 64	100271177		NG_010391
HGNC:36017	Approved	RPL21P65	ribosomal protein L21 pseudogene 65	100271178		NG_010397
HGNC:36476	Approved	RPL21P66	ribosomal protein L21 pseudogene 66	100271179		NG_010401
HGNC:36139	Approved	RPL21P67	ribosomal protein L21 pseudogene 67	100271180		NG_010407
HGNC:35720	Approved	RPL21P68	ribosomal protein L21 pseudogene 68	645452		NG_010409
HGNC:36753	Approved	RPL21P69	ribosomal protein L21 pseudogene 69	642738		NG_009725
HGNC:37024	Approved	RPL21P70	ribosomal protein L21 pseudogene 70	646489		NG_011366
HGNC:36049	Approved	RPL21P71	ribosomal protein L21 pseudogene 71	729962		NG_011368
HGNC:37043	Approved	RPL21P72	ribosomal protein L21 pseudogene 72	100271181		NG_010413
HGNC:36794	Approved	RPL21P73	ribosomal protein L21 pseudogene 73	100271182		NG_010418
HGNC:35854	Approved	RPL21P74	ribosomal protein L21 pseudogene 74	100271184		NG_010429
HGNC:36460	Approved	RPL21P75	ribosomal protein L21 pseudogene 75	728501		NG_006559
HGNC:37042	Approved	RPL21P76	ribosomal protein L21 pseudogene 76	645373		NG_005567
HGNC:36186	Approved	RPL21P77	ribosomal protein L21 pseudogene 77	100271183		NG_010422
HGNC:35917	Approved	RPL21P78	ribosomal protein L21 pseudogene 78	100271185		NG_010433
HGNC:36931	Approved	RPL21P79	ribosomal protein L21 pseudogene 79	100271188		NG_010445
HGNC:35697	Approved	RPL21P80	ribosomal protein L21 pseudogene 80	100133273		NG_009717
HGNC:35530	Approved	RPL21P81	ribosomal protein L21 pseudogene 81	100271389		NG_000837
HGNC:36307	Approved	RPL21P82	ribosomal protein L21 pseudogene 82	650059		NG_009681
HGNC:35864	Approved	RPL21P83	ribosomal protein L21 pseudogene 83	100271186		NG_010437
HGNC:36612	Approved	RPL21P84	ribosomal protein L21 pseudogene 84	100271187		NG_010439
HGNC:35694	Approved	RPL21P85	ribosomal protein L21 pseudogene 85	100271189		NG_010449
HGNC:37032	Approved	RPL21P86	ribosomal protein L21 pseudogene 86	100271190		NG_010452
HGNC:36411	Approved	RPL21P87	ribosomal protein L21 pseudogene 87	100131672		NG_010463
HGNC:35714	Approved	RPL21P88	ribosomal protein L21 pseudogene 88	100271421		NG_010322
HGNC:36474	Approved	RPL21P89	ribosomal protein L21 pseudogene 89	100271422		NG_010325
HGNC:35548	Approved	RPL21P90	ribosomal protein L21 pseudogene 90	100271423		NG_010332
HGNC:36450	Approved	RPL21P91	ribosomal protein L21 pseudogene 91	100271424		NG_010338
HGNC:35606	Approved	RPL21P92	ribosomal protein L21 pseudogene 92	100130400		NG_009689
HGNC:35646	Approved	RPL21P93	ribosomal protein L21 pseudogene 93	653665		NG_010505
HGNC:35568	Approved	RPL21P94	ribosomal protein L21 pseudogene 94	100271425		NG_010346
HGNC:36097	Approved	RPL21P95	ribosomal protein L21 pseudogene 95	100271427		NG_010358
HGNC:36790	Approved	RPL21P96	ribosomal protein L21 pseudogene 96	100271428		NG_010362
HGNC:36223	Approved	RPL21P97	ribosomal protein L21 pseudogene 97	387753		NG_010883
HGNC:36397	Approved	RPL21P98	ribosomal protein L21 pseudogene 98	653079		NG_009659
HGNC:36628	Approved	RPL21P99	ribosomal protein L21 pseudogene 99	100271429		NG_010366
HGNC:36048	Approved	RPL21P100	ribosomal protein L21 pseudogene 100	100271430		NG_010370
HGNC:35733	Approved	RPL21P101	ribosomal protein L21 pseudogene 101	100271431		NG_010382
HGNC:36295	Approved	RPL21P102	ribosomal protein L21 pseudogene 102	100271432		NG_010386
HGNC:36732	Approved	RPL21P103	ribosomal protein L21 pseudogene 103	100271433		NG_010392
HGNC:36918	Approved	RPL21P104	ribosomal protein L21 pseudogene 104	100271435		NG_010402
HGNC:36304	Approved	RPL21P105	ribosomal protein L21 pseudogene 105	728693		NG_009699
HGNC:36188	Approved	RPL21P106	ribosomal protein L21 pseudogene 106	643264		NG_009728
HGNC:36313	Approved	RPL21P107	ribosomal protein L21 pseudogene 107	644627		NG_009801
HGNC:35496	Approved	RPL21P108	ribosomal protein L21 pseudogene 108	100271434		NG_010398
HGNC:36388	Approved	RPL21P109	ribosomal protein L21 pseudogene 109	100271437		NG_010414
HGNC:35627	Approved	RPL21P110	ribosomal protein L21 pseudogene 110	100271438		NG_010419
HGNC:36564	Approved	RPL21P111	ribosomal protein L21 pseudogene 111	100271439		NG_010423
HGNC:36526	Approved	RPL21P112	ribosomal protein L21 pseudogene 112	100270753		NG_009638
HGNC:36563	Approved	RPL21P113	ribosomal protein L21 pseudogene 113	100271440		NG_010430
HGNC:36776	Approved	RPL21P114	ribosomal protein L21 pseudogene 114	100271441		NG_010434
HGNC:35878	Approved	RPL21P115	ribosomal protein L21 pseudogene 115	100271443		NG_010440
HGNC:36101	Approved	RPL21P116	ribosomal protein L21 pseudogene 116	100271444		NG_010446
HGNC:35987	Approved	RPL21P117	ribosomal protein L21 pseudogene 117	729241		NG_009622
HGNC:35954	Approved	RPL21P118	ribosomal protein L21 pseudogene 118	100271446		NG_010453
HGNC:35614	Approved	RPL21P119	ribosomal protein L21 pseudogene 119	653737		NG_010884
HGNC:35743	Approved	RPL21P120	ribosomal protein L21 pseudogene 120	731688		NG_009668
HGNC:36429	Approved	RPL21P121	ribosomal protein L21 pseudogene 121	100271445		NG_010450
HGNC:36990	Approved	RPL21P122	ribosomal protein L21 pseudogene 122	100271447		NG_010456
HGNC:35691	Approved	RPL21P123	ribosomal protein L21 pseudogene 123	100271448		NG_010460
HGNC:36060	Approved	RPL21P124	ribosomal protein L21 pseudogene 124	100271450		NG_010469
HGNC:36039	Approved	RPL21P125	ribosomal protein L21 pseudogene 125	100129685		NG_010788
HGNC:35959	Approved	RPL21P126	ribosomal protein L21 pseudogene 126	100271449		NG_010465
HGNC:36099	Approved	RPL21P127	ribosomal protein L21 pseudogene 127	100271452		NG_010481
HGNC:36311	Approved	RPL21P128	ribosomal protein L21 pseudogene 128	440487		NG_010871
HGNC:36747	Approved	RPL21P129	ribosomal protein L21 pseudogene 129	100271451		NG_010476
