gene_id,HGNC ID_x,Status,Approved symbol,Approved name,INSDC (ENA/GenBank/DDBJ) accession,HGNC ID_y,RefSeq accession
NM_018307,,,,,,HGNC:21168,NM_018307
NM_018310,,,,,,HGNC:17298,NM_018310
NM_018312,,,,,,HGNC:1173,NM_018312
NM_018313,,,,,,,
NM_018314,,,,,,HGNC:30866,NM_018314
NM_018315,,,,,,,
NM_018316,,,,,,HGNC:25623,NM_018316
NM_018317,,,,,,HGNC:25624,NM_018317
NM_018318,,,,,,HGNC:24855,NM_018318
NM_018319,,,,,,HGNC:18884,NM_018319
NM_018320,,,,,,HGNC:21070,NM_018320
NM_018322,,,,,,HGNC:21025,NM_018322
NM_018324,,,,,,HGNC:25625,NM_018324
NM_018326,,,,,,HGNC:21872,NM_018326
NM_018327,,,,,,HGNC:16253,NM_018327
NM_018328,,,,,,,
NM_018332,,,,,,HGNC:25628,NM_018332
NM_018335,,,,,,HGNC:20345,NM_018335
NM_018337,,,,,,HGNC:16052,NM_018337
NM_018339,,,,,,HGNC:30324,NM_018339
NM_018340,,,,,,HGNC:25632,NM_018340
NM_018342,,,,,,HGNC:25633,NM_018342
NM_018343,,,,,,HGNC:18999,NM_018343
NM_018344,,,,,,HGNC:23096,NM_018344
NM_018346,,,,,,HGNC:25634,NM_018346
NM_018347,,,,,,HGNC:15875,NM_018347
NM_018349,,,,,,HGNC:25636,NM_018349
NM_018351,,,,,,HGNC:21740,NM_018351
NM_018352,,,,,,HGNC:25638,NM_018352
NM_018353,,,,,,HGNC:20190,NM_018353
NM_018354,,,,,,HGNC:15893,NM_018354
NM_018355,,,,,,HGNC:20636,NM_018355
NM_018357,,,,,,HGNC:24012,NM_018357
NM_018358,,,,,,HGNC:72,NM_018358
NM_018360,,,,,,HGNC:18578,NM_018360
NM_018361,,,,,,HGNC:20886,NM_018361
NM_018362,,,,,,HGNC:17789,NM_018362
NM_018363,,,,,,HGNC:25641,NM_018363
NM_018365,,,,,,HGNC:29636,NM_018365
NM_018368,,,,,,HGNC:23038,NM_018368
NM_018370,,,,,,HGNC:25645,NM_018370
NM_018370,,,,,,HGNC:25645,NM_018370
NM_018371,,,,,,HGNC:24290,NM_018371
NM_018372,,,,,,HGNC:30299,NM_018372
NM_018374,,,,,,HGNC:22407,NM_018374
NM_018375,,,,,,HGNC:20182,NM_018375
NM_018376,,,,,,HGNC:23641,NM_018376
NM_018383,,,,,,HGNC:25651,NM_018383
NM_018388,,,,,,HGNC:20564,NM_018388
NM_018389,,,,,,HGNC:20197,NM_018389
NM_018394,,,,,,HGNC:25656,NM_018394
NM_018398,,,,,,HGNC:15460,NM_018398
NM_018401,,,,,,HGNC:14217,NM_018401
NM_018402,,,,,,HGNC:17119,NM_018402
NM_018403,,,,,,HGNC:18714,NM_018403
NM_018404,,,,,,HGNC:16487,NM_018404
NM_018407,,,,,,HGNC:13646,NM_018407
NM_018409,,,,,,HGNC:25434,NM_018409
NM_018410,,,,,,HGNC:25444,NM_018410
NM_018411,,,,,,,
NM_018412,,,,,,,
NM_018413,,,,,,HGNC:17422,NM_018413
NM_018416,,,,,,HGNC:24818,NM_018416
NM_018417,,,,,,HGNC:21285,NM_018417
NM_018418,,,,,,,
NM_018419,,,,,,HGNC:11194,NM_018419
NM_018423,,,,,,HGNC:18889,NM_018423
NM_018428,,,,,,HGNC:18279,NM_018428
NM_018434,,,,,,HGNC:18280,NM_018434
NM_018436,,,,,,HGNC:17377,NM_018436
NM_018439,,,,,,HGNC:20387,NM_018439
NM_018443,,,,,,,
NM_018444,,,,,,HGNC:9279,NM_018444
NM_018447,,,,,,HGNC:23999,NM_018447
NM_018448,,,,,,HGNC:30688,NM_018448
NM_018449,,,,,,HGNC:14185,NM_018449
NM_018451,,,,,,HGNC:17272,NM_018451
NM_018453,,,,,,HGNC:19312,NM_018453
NM_018454,,,,,,,
NM_018456,,,,,,HGNC:23115,NM_018456
NM_018464,,,,,,HGNC:30880,NM_018464
NM_018465,,,,,,HGNC:23633,NM_018465
NM_018467,,,,,,HGNC:30882,NM_018467
NM_018469,,,,,,HGNC:30884,NM_018469
NM_018471,,,,,,HGNC:29528,NM_018471
NM_018473,,,,,,HGNC:20999,NM_018473
NM_018474,,,,,,HGNC:15865,NM_018474
NM_018475,,,,,,HGNC:30760,NM_018475
NM_018476,,,,,,HGNC:1036,NM_018476
NM_018479,,,,,,,
NM_018482,,,,,,HGNC:2720,NM_018482
NM_018484,,,,,,HGNC:18120,NM_018484
NM_018485,,,,,,HGNC:4527,NM_018485
NM_018487,,,,,,HGNC:24930,NM_018487
NM_018488,,,,,,HGNC:11603,NM_018488
NM_018489,,,,,,HGNC:19088,NM_018489
NM_018490,,,,,,HGNC:13299,NM_018490
NM_018492,,,,,,HGNC:18282,NM_018492
NM_018502,,,,,,HGNC:28814,NM_018502
NM_018518,,,,,,,
NM_018527,,,,,,HGNC:26164,NM_018527
NM_018530,,,,,,HGNC:23690,NM_018530
NM_018534,,,,,,,
NM_018555,,,,,,HGNC:15489,NM_018555
NM_018556,,,,,,HGNC:15757,NM_018556
NM_018557,,,,,,HGNC:6693,NM_018557
NM_018558,,,,,,HGNC:14454,NM_018558
NM_018584,,,,,,HGNC:24190,NM_018584
NM_018590,,,,,,HGNC:24292,NM_018590
NM_018593,,,,,,HGNC:17027,NM_018593
NM_018602,,,,,,HGNC:14885,NM_018602
NM_018622,,,,,,HGNC:18253,NM_018622
NM_018638,,,,,,HGNC:24649,NM_018638
NM_018639,,,,,,HGNC:19222,NM_018639
NM_018641,,,,,,HGNC:17423,NM_018641
NM_018643,,,,,,HGNC:17760,NM_018643
NM_018644,,,,,,HGNC:921,NM_018644
NM_018648,,,,,,HGNC:14378,NM_018648
NM_018649,,,,,,HGNC:14453,NM_018649
NM_018650,,,,,,,
NM_018651,,,,,,HGNC:12955,NM_018651
NM_018651,,,,,,HGNC:12955,NM_018651
NM_018654,,,,,,HGNC:13310,NM_018654
NM_018655,,,,,,HGNC:14429,NM_018655
NM_018656,,,,,,HGNC:20864,NM_018656
NM_018656,,,,,,HGNC:20864,NM_018656
NM_018657,,,,,,HGNC:14955,NM_018657
NM_018658,,,,,,HGNC:6262,NM_018658
NM_018659,,,,,,HGNC:24435,NM_018659
NM_018664,,,,,,HGNC:28915,NM_018664
NM_018666,,,,,,HGNC:30369,NM_018666
NM_018668,,,,,,HGNC:12712,NM_018668
NM_018676,,,,,,HGNC:17754,NM_018676
NM_018679,,,,,,,
NM_018683,,,,,,HGNC:13094,NM_018683
NM_018684,,,,,,HGNC:24931,NM_018684
NM_018686,,,,,,HGNC:18290,NM_018686
NM_018690,,,,,,,
NM_018691,,,,,,HGNC:1333,NM_018691
NM_018695,,,,,,HGNC:15842,NM_018695
NM_018696,,,,,,HGNC:14197,NM_018696
NM_018697,,,,,,HGNC:6509,NM_018697
NM_018699,,,,,,,
NM_018700,,,,,,HGNC:16280,NM_018700
NM_018702,,,,,,HGNC:227,NM_018702
NM_018713,,,,,,HGNC:25355,NM_018713
NM_018723,,,,,,,
NM_018725,,,,,,,
NM_018728,,,,,,HGNC:7604,NM_018728
NM_018834,,,,,,HGNC:6912,NM_018834
NM_018836,,,,,,HGNC:30801,NM_018836
NM_018839,,,,,,,
NM_018843,,,,,,HGNC:29680,NM_018843
NM_018844,,,,,,HGNC:24131,NM_018844
NM_018845,,,,,,HGNC:30657,NM_018845
NM_018845,,,,,,HGNC:30657,NM_018845
NM_018848,,,,,,HGNC:7108,NM_018848
NM_018891,,,,,,,
NM_018896,,,,,,HGNC:1394,NM_018896
NM_018931,,,,,,HGNC:8682,NM_018931
NM_018932,,,,,,HGNC:8683,NM_018932
NM_018933,,,,,,HGNC:8684,NM_018933
NM_018937,,,,,,HGNC:8688,NM_018937
NM_018939,,,,,,HGNC:8691,NM_018939
NM_018942,,,,,,HGNC:5017,NM_018942
NM_018943,,,,,,HGNC:12410,NM_018943
NM_018945,,,,,,HGNC:8792,NM_018945
NM_018946,,,,,,HGNC:19237,NM_018946
NM_018952,,,,,,,
NM_018955,,,,,,HGNC:12463,NM_018955
NM_018958,,,,,,HGNC:1190,NM_018958
NM_018961,,,,,,,
NM_018962,,,,,,,
NM_018964,,,,,,,
NM_018965,,,,,,HGNC:17761,NM_018965
NM_018967,,,,,,,
NM_018968,,,,,,HGNC:13741,NM_018968
NM_018969,,,,,,HGNC:18186,NM_018969
NM_018970,,,,,,,
NM_018971,,,,,,HGNC:4482,NM_018971
NM_018972,,,,,,HGNC:15968,NM_018972
NM_018973,,,,,,,
NM_018975,,,,,,HGNC:19246,NM_018975
NM_018976,,,,,,,
NM_018977,,,,,,HGNC:14289,NM_018977
NM_018983,,,,,,HGNC:14264,NM_018983
NM_018986,,,,,,HGNC:26009,NM_018986
NM_018992,,,,,,HGNC:21423,NM_018992
NM_019000,,,,,,,
NM_019002,,,,,,HGNC:24648,NM_019002
NM_019005,,,,,,HGNC:21905,NM_019005
NM_019009,,,,,,HGNC:16476,NM_019009
NM_019012,,,,,,HGNC:30036,NM_019012
NM_019014,,,,,,HGNC:20454,NM_019014
NM_019016,,,,,,HGNC:18527,NM_019016
NM_019018,,,,,,HGNC:25629,NM_019018
NM_019023,,,,,,HGNC:25557,NM_019023
NM_019027,,,,,,HGNC:30358,NM_019027
NM_019028,,,,,,HGNC:18413,NM_019028
NM_019037,,,,,,HGNC:18189,NM_019037
NM_019040,,,,,,HGNC:1171,NM_019040
NM_019042,,,,,,HGNC:26033,NM_019042
NM_019043,,,,,,HGNC:17379,NM_019043
NM_019044,,,,,,HGNC:25611,NM_019044
NM_019045,,,,,,HGNC:30512,NM_019045
NM_019048,,,,,,HGNC:24910,NM_019048
NM_019055,,,,,,HGNC:17985,NM_019055
NM_019056,,,,,,HGNC:20372,NM_019056
NM_019058,,,,,,HGNC:24944,NM_019058
NM_019060,,,,,,HGNC:29875,NM_019060
NM_019062,,,,,,HGNC:25978,NM_019062
NM_019066,,,,,,HGNC:6814,NM_019066
NM_019067,,,,,,HGNC:25553,NM_019067
NM_019069,,,,,,HGNC:17826,NM_019069
NM_019071,,,,,,HGNC:14587,NM_019071
NM_019079,,,,,,HGNC:25595,NM_019079
NM_019082,,,,,,HGNC:18193,NM_019082
NM_019086,,,,,,HGNC:26078,NM_019086
NM_019087,,,,,,HGNC:25945,NM_019087
NM_019088,,,,,,HGNC:25459,NM_019088
NM_019089,,,,,,HGNC:16005,NM_019089
NM_019093,,,,,,HGNC:12535,NM_019093
NM_019096,,,,,,,
NM_019098,,,,,,HGNC:2153,NM_019098
NM_019099,,,,,,HGNC:28045,NM_019099
NM_019102,,,,,,HGNC:5106,NM_019102
NM_019108,,,,,,HGNC:25763,NM_019108
NM_019112,,,,,,HGNC:37,NM_019112
NM_019113,,,,,,HGNC:3678,NM_019113
NM_019114,,,,,,,
NM_019120,,,,,,HGNC:8693,NM_019120
NM_019555,,,,,,HGNC:683,NM_019555
NM_019556,,,,,,HGNC:25235,NM_019556
NM_019591,,,,,,HGNC:13053,NM_019591
NM_019596,,,,,,HGNC:1305,NM_019596
NM_019598,,,,,,HGNC:6360,NM_019598
NM_019599,,,,,,,
NM_019604,,,,,,HGNC:24313,NM_019604
NM_019606,,,,,,,
NM_019617,,,,,,HGNC:23217,NM_019617
NM_019618,,,,,,HGNC:15741,NM_019618
NM_019619,,,,,,HGNC:16051,NM_019619
NM_019625,,,,,,,
NM_019644,,,,,,,
NM_019841,,,,,,HGNC:3145,NM_019841
NM_019843,,,,,,HGNC:16687,NM_019843
NM_019844,,,,,,HGNC:10961,NM_019844
NM_019845,,,,,,HGNC:24201,NM_019845
NM_019848,,,,,,HGNC:22979,NM_019848
NM_019851,,,,,,HGNC:3677,NM_019851
NM_019854,,,,,,HGNC:5188,NM_019854
NM_019855,,,,,,HGNC:13714,NM_019855
NM_019857,,,,,,HGNC:2520,NM_019857
NM_019858,,,,,,HGNC:16693,NM_019858
NM_019858,,,,,,HGNC:16693,NM_019858
NM_019858,,,,,,HGNC:16693,NM_019858
NM_019858,,,,,,HGNC:16693,NM_019858
NM_019859,,,,,,,
NM_019884,,,,,,HGNC:4616,NM_019884
NM_019885,,,,,,HGNC:20581,NM_019885
NM_019886,,,,,,HGNC:13817,NM_019886
NM_019888,,,,,,HGNC:6931,NM_019888
NM_019891,,,,,,HGNC:14355,NM_019891
NM_019892,,,,,,HGNC:21474,NM_019892
NM_019897,,,,,,HGNC:8276,NM_019897
NM_019903,,,,,,HGNC:245,NM_019903
NM_020041,,,,,,,
NM_020117,,,,,,HGNC:6512,NM_020117
NM_020119,,,,,,HGNC:23721,NM_020119
NM_020120,,,,,,HGNC:15663,NM_020120
NM_020121,,,,,,HGNC:15664,NM_020121
NM_020122,,,,,,HGNC:20589,NM_020122
NM_020123,,,,,,HGNC:21529,NM_020123
NM_020123,,,,,,HGNC:21529,NM_020123
NM_020127,,,,,,HGNC:12422,NM_020127
NM_020128,,,,,,HGNC:29917,NM_020128
NM_020129,,,,,,HGNC:30054,NM_020129
NM_020130,,,,,,HGNC:1357,NM_020130
NM_020132,,,,,,HGNC:326,NM_020132
NM_020133,,,,,,HGNC:20885,NM_020133
NM_020135,,,,,,,
NM_020139,,,,,,HGNC:32389,NM_020139
NM_020142,,,,,,HGNC:29836,NM_020142
NM_020144,,,,,,HGNC:15970,NM_020144
NM_020145,,,,,,,
NM_020147,,,,,,HGNC:23193,NM_020147
NM_020150,,,,,,,
NM_020151,,,,,,,
NM_020152,,,,,,HGNC:16457,NM_020152
NM_020153,,,,,,HGNC:26146,NM_020153
NM_020154,,,,,,HGNC:24301,NM_020154
NM_020155,,,,,,HGNC:24300,NM_020155
NM_020156,,,,,,HGNC:24337,NM_020156
NM_020157,,,,,,HGNC:8517,NM_020157
NM_020158,,,,,,HGNC:24662,NM_020158
NM_020161,,,,,,HGNC:25344,NM_020161
NM_020163,,,,,,HGNC:30400,NM_020163
NM_020164,,,,,,,
NM_020166,,,,,,HGNC:6936,NM_020166
NM_020169,,,,,,HGNC:13347,NM_020169
NM_020178,,,,,,HGNC:1369,NM_020178
NM_020182,,,,,,HGNC:14107,NM_020182
NM_020183,,,,,,HGNC:18984,NM_020183
NM_020184,,,,,,HGNC:105,NM_020184
NM_020185,,,,,,HGNC:16077,NM_020185
NM_020186,,,,,,HGNC:21752,NM_020186
NM_020187,,,,,,HGNC:24446,NM_020187
NM_020189,,,,,,HGNC:24449,NM_020189
NM_020190,,,,,,HGNC:24956,NM_020190
NM_020191,,,,,,HGNC:14508,NM_020191
NM_020193,,,,,,HGNC:18071,NM_020193
NM_020194,,,,,,HGNC:24858,NM_020194
NM_020196,,,,,,HGNC:14089,NM_020196
NM_020198,,,,,,HGNC:24856,NM_020198
NM_020199,,,,,,HGNC:20656,NM_020199
NM_020201,,,,,,HGNC:15769,NM_020201
NM_020202,,,,,,HGNC:29878,NM_020202
NM_020203,,,,,,,
NM_020205,,,,,,HGNC:16683,NM_020205
NM_020208,,,,,,HGNC:30927,NM_020208
NM_020216,,,,,,HGNC:10078,NM_020216
NM_020226,,,,,,,
NM_020227,,,,,,HGNC:13994,NM_020227
NM_020232,,,,,,HGNC:24929,NM_020232
NM_020233,,,,,,HGNC:30925,NM_020233
NM_020234,,,,,,HGNC:30926,NM_020234
NM_020238,,,,,,HGNC:6058,NM_020238
NM_020239,,,,,,HGNC:17719,NM_020239
NM_020242,,,,,,HGNC:17273,NM_020242
NM_020245,,,,,,HGNC:15530,NM_020245
NM_020246,,,,,,HGNC:17435,NM_020246
NM_020247,,,,,,HGNC:16812,NM_020247
NM_020248,,,,,,HGNC:16913,NM_020248
NM_020299,,,,,,HGNC:382,NM_020299
NM_020307,,,,,,HGNC:20569,NM_020307
NM_020310,,,,,,HGNC:7188,NM_020310
NM_020313,,,,,,HGNC:28050,NM_020313
NM_020344,,,,,,HGNC:10976,NM_020344
NM_020346,,,,,,HGNC:16703,NM_020346
NM_020347,,,,,,HGNC:6741,NM_020347
NM_020348,,,,,,HGNC:102,NM_020348
NM_020349,,,,,,,
NM_020351,,,,,,,
NM_020353,,,,,,HGNC:16497,NM_020353
NM_020354,,,,,,HGNC:19745,NM_020354
NM_020356,,,,,,HGNC:15878,NM_020356
NM_020359,,,,,,HGNC:16494,NM_020359
NM_020365,,,,,,HGNC:3259,NM_020365
NM_020366,,,,,,HGNC:13436,NM_020366
NM_020367,,,,,,,
NM_020369,,,,,,HGNC:3961,NM_020369
NM_020371,,,,,,HGNC:13509,NM_020371
NM_020372,,,,,,HGNC:23095,NM_020372
NM_020374,,,,,,HGNC:1184,NM_020374
NM_020375,,,,,,HGNC:1185,NM_020375
NM_020377,,,,,,,
NM_020379,,,,,,HGNC:19080,NM_020379
NM_020381,,,,,,HGNC:23041,NM_020381
NM_020385,,,,,,,
NM_020387,,,,,,HGNC:18238,NM_020387
NM_020389,,,,,,HGNC:20754,NM_020389
NM_020390,,,,,,HGNC:3301,NM_020390
NM_020393,,,,,,HGNC:30015,NM_020393
NM_020394,,,,,,HGNC:30954,NM_020394
NM_020395,,,,,,HGNC:25067,NM_020395
NM_020396,,,,,,,
NM_020397,,,,,,HGNC:19341,NM_020397
NM_020398,,,,,,,
NM_020401,,,,,,HGNC:29914,NM_020401
NM_020402,,,,,,,
NM_020403,,,,,,,
NM_020404,,,,,,HGNC:18219,NM_020404
NM_020405,,,,,,HGNC:20945,NM_020405
NM_020407,,,,,,,
NM_020408,,,,,,HGNC:21365,NM_020408
NM_020410,,,,,,HGNC:24215,NM_020410
NM_020412,,,,,,HGNC:24287,NM_020412
NM_020415,,,,,,HGNC:20389,NM_020415
NM_020426,,,,,,HGNC:29614,NM_020426
NM_020426,,,,,,HGNC:29614,NM_020426
NM_020427,,,,,,HGNC:18746,NM_020427
NM_020435,,,,,,HGNC:17494,NM_020435
NM_020445,,,,,,HGNC:17256,NM_020445
NM_020448,,,,,,HGNC:25233,NM_020448
NM_020469,,,,,,HGNC:79,NM_020469
NM_020470,,,,,,HGNC:16688,NM_020470
NM_020474,,,,,,HGNC:4123,NM_020474
NM_020482,,,,,,HGNC:17371,NM_020482
NM_020524,,,,,,HGNC:21199,NM_020524
NM_020525,,,,,,HGNC:14900,NM_020525
NM_020528,,,,,,,
NM_020533,,,,,,HGNC:13356,NM_020533
NM_020547,,,,,,HGNC:465,NM_020547
NM_020548,,,,,,HGNC:2690,NM_020548
NM_020632,,,,,,HGNC:866,NM_020632
NM_020633,,,,,,HGNC:13548,NM_020633
NM_020634,,,,,,HGNC:4218,NM_020634
NM_020637,,,,,,,
NM_020638,,,,,,HGNC:3680,NM_020638
NM_020639,,,,,,HGNC:496,NM_020639
NM_020640,,,,,,HGNC:18184,NM_020640
NM_020640,,,,,,HGNC:18184,NM_020640
NM_020642,,,,,,HGNC:1170,NM_020642
NM_020643,,,,,,HGNC:1169,NM_020643
NM_020644,,,,,,,
NM_020645,,,,,,HGNC:1167,NM_020645
NM_020646,,,,,,HGNC:740,NM_020646
NM_020648,,,,,,HGNC:12429,NM_020648
NM_020649,,,,,,HGNC:15962,NM_020649
NM_020650,,,,,,HGNC:21145,NM_020650
NM_020651,,,,,,HGNC:8827,NM_020651
NM_020653,,,,,,,
NM_020654,,,,,,HGNC:30402,NM_020654
NM_020655,,,,,,,
NM_020657,,,,,,,
NM_020659,,,,,,,
NM_020660,,,,,,HGNC:19154,NM_020660
NM_020661,,,,,,HGNC:13203,NM_020661
NM_020662,,,,,,,
NM_020664,,,,,,HGNC:2754,NM_020664
NM_020672,,,,,,HGNC:18901,NM_020672
NM_020673,,,,,,HGNC:9764,NM_020673
NM_020689,,,,,,HGNC:10977,NM_020689
NM_020796,,,,,,HGNC:10738,NM_020796
NM_020806,,,,,,HGNC:15465,NM_020806
NM_020819,,,,,,HGNC:21084,NM_020819
NM_020836,,,,,,HGNC:24163,NM_020836
NM_020903,,,,,,,
NM_020904,,,,,,,
NM_020909,,,,,,HGNC:19819,NM_020909
NM_020956,,,,,,HGNC:13797,NM_020956
NM_020973,,,,,,,
NM_020979,,,,,,HGNC:17381,NM_020979
NM_020980,,,,,,HGNC:643,NM_020980
NM_020981,,,,,,HGNC:916,NM_020981
NM_020985,,,,,,,
NM_020987,,,,,,HGNC:494,NM_020987
NM_020988,,,,,,HGNC:4389,NM_020988
NM_020989,,,,,,HGNC:2410,NM_020989
NM_020993,,,,,,,
NM_020996,,,,,,HGNC:3684,NM_020996
NM_020997,,,,,,HGNC:6552,NM_020997
NM_020999,,,,,,HGNC:13806,NM_020999
NM_021003,,,,,,HGNC:9275,NM_021003
NM_021007,,,,,,HGNC:10588,NM_021007
NM_021010,,,,,,HGNC:2764,NM_021010
NM_021012,,,,,,HGNC:6258,NM_021012
NM_021013,,,,,,HGNC:6452,NM_021013
NM_021018,,,,,,HGNC:4773,NM_021018
NM_021020,,,,,,HGNC:13861,NM_021020
NM_021021,,,,,,HGNC:11168,NM_021021
NM_021025,,,,,,HGNC:13532,NM_021025
NM_021026,,,,,,HGNC:9977,NM_021026
NM_021027,,,,,,HGNC:12541,NM_021027
NM_021030,,,,,,HGNC:12924,NM_021030
NM_021046,,,,,,HGNC:23603,NM_021046
NM_021052,,,,,,HGNC:4724,NM_021052
NM_021058,,,,,,HGNC:4761,NM_021058
NM_021062,,,,,,HGNC:4751,NM_021062
NM_021064,,,,,,HGNC:4737,NM_021064
NM_021065,,,,,,HGNC:4729,NM_021065
NM_021066,,,,,,HGNC:4727,NM_021066
NM_021067,,,,,,HGNC:28980,NM_021067
NM_021069,,,,,,,
NM_021071,,,,,,HGNC:726,NM_021071
NM_021073,,,,,,,
NM_021076,,,,,,HGNC:7737,NM_021076
NM_021077,,,,,,HGNC:7842,NM_021077
NM_021078,,,,,,HGNC:4201,NM_021078
NM_021079,,,,,,HGNC:7857,NM_021079
NM_021081,,,,,,,
NM_021082,,,,,,HGNC:10921,NM_021082
NM_021083,,,,,,HGNC:12811,NM_021083
NM_021094,,,,,,HGNC:10956,NM_021094
NM_021095,,,,,,HGNC:11041,NM_021095
NM_021096,,,,,,,
NM_021097,,,,,,HGNC:11068,NM_021097
NM_021101,,,,,,HGNC:2032,NM_021101
NM_021103,,,,,,HGNC:11879,NM_021103
NM_021105,,,,,,HGNC:9092,NM_021105
NM_021111,,,,,,,
NM_021114,,,,,,HGNC:11245,NM_021114
NM_021115,,,,,,,
NM_021120,,,,,,HGNC:2902,NM_021120
NM_021126,,,,,,,
NM_021127,,,,,,HGNC:9108,NM_021127
NM_021129,,,,,,HGNC:9226,NM_021129
NM_021131,,,,,,HGNC:9308,NM_021131
NM_021132,,,,,,HGNC:9315,NM_021132
NM_021133,,,,,,HGNC:10050,NM_021133
NM_021136,,,,,,,
NM_021140,,,,,,HGNC:12637,NM_021140
NM_021146,,,,,,HGNC:24078,NM_021146
NM_021151,,,,,,HGNC:2366,NM_021151
NM_021153,,,,,,HGNC:1758,NM_021153
NM_021154,,,,,,HGNC:19129,NM_021154
NM_021158,,,,,,HGNC:16228,NM_021158
NM_021161,,,,,,HGNC:6273,NM_021161
NM_021167,,,,,,HGNC:29941,NM_021167
NM_021173,,,,,,HGNC:14106,NM_021173
NM_021174,,,,,,HGNC:23360,NM_021174
NM_021175,,,,,,HGNC:15598,NM_021175
NM_021176,,,,,,HGNC:28906,NM_021176
NM_021178,,,,,,HGNC:19437,NM_021178
NM_021179,,,,,,HGNC:28051,NM_021179
NM_021181,,,,,,HGNC:21394,NM_021181
NM_021182,,,,,,HGNC:29677,NM_021182
NM_021185,,,,,,HGNC:25243,NM_021185
NM_021187,,,,,,HGNC:13265,NM_021187
NM_021190,,,,,,,
NM_021191,,,,,,HGNC:13802,NM_021191
NM_021192,,,,,,HGNC:5134,NM_021192
NM_021193,,,,,,HGNC:5135,NM_021193
NM_021195,,,,,,HGNC:2048,NM_021195
NM_021197,,,,,,,
NM_021198,,,,,,HGNC:21614,NM_021198
NM_021199,,,,,,,
NM_021203,,,,,,,
NM_021204,,,,,,HGNC:24599,NM_021204
NM_021211,,,,,,HGNC:30803,NM_021211
NM_021213,,,,,,HGNC:8752,NM_021213
NM_021219,,,,,,,
NM_021220,,,,,,HGNC:15804,NM_021220
NM_021223,,,,,,HGNC:21719,NM_021223
NM_021225,,,,,,HGNC:17279,NM_021225
NM_021226,,,,,,HGNC:30320,NM_021226
NM_021233,,,,,,HGNC:28875,NM_021233
NM_021235,,,,,,HGNC:24634,NM_021235
NM_021242,,,,,,,
NM_021245,,,,,,HGNC:13752,NM_021245
NM_021249,,,,,,,
NM_021255,,,,,,HGNC:8828,NM_021255
NM_021257,,,,,,HGNC:14077,NM_021257
NM_021258,,,,,,HGNC:13700,NM_021258
NM_021570,,,,,,HGNC:955,NM_021570
NM_021575,,,,,,,
NM_021599,,,,,,,
NM_021614,,,,,,HGNC:6291,NM_021614
NM_021615,,,,,,HGNC:6938,NM_021615
NM_021616,,,,,,,
NM_021619,,,,,,HGNC:13997,NM_021619
NM_021620,,,,,,HGNC:13998,NM_021620
NM_021622,,,,,,,
NM_021624,,,,,,,
NM_021625,,,,,,HGNC:18083,NM_021625
NM_021626,,,,,,HGNC:29507,NM_021626
NM_021627,,,,,,HGNC:23116,NM_021627
NM_021628,,,,,,,
NM_021630,,,,,,,
NM_021632,,,,,,HGNC:16656,NM_021632
NM_021633,,,,,,HGNC:19360,NM_021633
NM_021635,,,,,,HGNC:21079,NM_021635
NM_021637,,,,,,HGNC:25864,NM_021637
NM_021639,,,,,,HGNC:28843,NM_021639
NM_021640,,,,,,HGNC:17590,NM_021640
NM_021641,,,,,,,
NM_021642,,,,,,HGNC:3616,NM_021642
NM_021643,,,,,,HGNC:30809,NM_021643
NM_021644,,,,,,,
NM_021645,,,,,,HGNC:20321,NM_021645
NM_021647,,,,,,HGNC:29083,NM_021647
NM_021721,,,,,,,
NM_021723,,,,,,HGNC:201,NM_021723
NM_021727,,,,,,HGNC:3576,NM_021727
NM_021729,,,,,,HGNC:14583,NM_021729
NM_021732,,,,,,HGNC:30898,NM_021732
NM_021783,,,,,,HGNC:17756,NM_021783
NM_021785,,,,,,HGNC:9835,NM_021785
NM_021794,,,,,,HGNC:208,NM_021794
NM_021795,,,,,,HGNC:3326,NM_021795
NM_021796,,,,,,HGNC:9044,NM_021796
NM_021797,,,,,,,
NM_021798,,,,,,,
NM_021800,,,,,,HGNC:28908,NM_021800
NM_021801,,,,,,HGNC:14249,NM_021801
NM_021803,,,,,,HGNC:6005,NM_021803
NM_021804,,,,,,,
NM_021805,,,,,,HGNC:30575,NM_021805
NM_021809,,,,,,HGNC:15764,NM_021809
NM_021813,,,,,,HGNC:14078,NM_021813
NM_021815,,,,,,,
NM_021817,,,,,,HGNC:17410,NM_021817
NM_021818,,,,,,HGNC:17795,NM_021818
NM_021821,,,,,,HGNC:16635,NM_021821
NM_021822,,,,,,HGNC:17357,NM_021822
NM_021823,,,,,,HGNC:28107,NM_021823
NM_021824,,,,,,HGNC:13390,NM_021824
NM_021825,,,,,,HGNC:28108,NM_021825
NM_021826,,,,,,HGNC:25790,NM_021826
NM_021827,,,,,,HGNC:26281,NM_021827
NM_021828,,,,,,HGNC:18374,NM_021828
NM_021830,,,,,,HGNC:1160,NM_021830
NM_021831,,,,,,HGNC:26147,NM_021831
NM_021833,,,,,,HGNC:12517,NM_021833
NM_021871,,,,,,,
NM_021873,,,,,,,
NM_021908,,,,,,HGNC:11351,NM_021908
NM_021911,,,,,,,
NM_021913,,,,,,,
NM_021920,,,,,,HGNC:10607,NM_021920
NM_021922,,,,,,HGNC:3586,NM_021922
NM_021924,,,,,,HGNC:7521,NM_021924
NM_021926,,,,,,HGNC:450,NM_021926
NM_021927,,,,,,HGNC:25799,NM_021927
NM_021928,,,,,,HGNC:26212,NM_021928
